category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_set
Human Diseases,Neurodegenerative disease,mmu05010,Alzheimer disease - Mus musculus (house mouse),12/260,331/5932,0.0362537764350453,0.827143853125726,-0.692864904052869,0.793877912309612,0.999917273450932,0.833427428076887,12006/12289/14368/22410/14102/18125/22419/22417/14362/18795/20192/16572,12,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05223,Non-small cell lung cancer - Mus musculus (house mouse),2/260,67/5932,0.0298507462686567,0.68105625717566,-0.562082422797777,0.79958120394291,0.999917273450932,0.833427428076887,218772/16572,2,Upregulated advanced-passage signature
Cellular Processes,Cell growth and death,mmu04216,Ferroptosis - Mus musculus (house mouse),1/260,36/5932,0.0277777777777778,0.633760683760684,-0.471867430638097,0.801783440739512,0.999917273450932,0.833427428076887,53945,1,Upregulated advanced-passage signature
Organismal Systems,Digestive system,mmu04979,Cholesterol metabolism - Mus musculus (house mouse),1/260,36/5932,0.0277777777777778,0.633760683760684,-0.471867430638097,0.801783440739512,0.999917273450932,0.833427428076887,14725,1,Upregulated advanced-passage signature
Organismal Systems,Excretory system,mmu04962,Vasopressin-regulated water reabsorption - Mus musculus (house mouse),1/260,37/5932,0.027027027027027,0.616632016632017,-0.500791930860155,0.810524333786956,0.999917273450932,0.833427428076887,11827,1,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05214,Glioma - Mus musculus (house mouse),2/260,69/5932,0.0289855072463768,0.661315496098105,-0.605818386084582,0.812773667583514,0.999917273450932,0.833427428076887,16000/18596,2,Upregulated advanced-passage signature
Human Diseases,Infectious disease: bacterial,mmu05100,Bacterial invasion of epithelial cells - Mus musculus (house mouse),2/260,70/5932,0.0285714285714286,0.651868131868132,-0.62726696851835,0.819075821265134,0.999917273450932,0.833427428076887,12389/140580,2,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04620,Toll-like receptor signaling pathway - Mus musculus (house mouse),2/260,75/5932,0.0266666666666667,0.608410256410256,-0.730645734039134,0.847824826511988,0.999917273450932,0.833427428076887,24088/17329,2,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05220,Chronic myeloid leukemia - Mus musculus (house mouse),2/260,75/5932,0.0266666666666667,0.608410256410256,-0.730645734039134,0.847824826511988,0.999917273450932,0.833427428076887,21809/21808,2,Upregulated advanced-passage signature
Metabolism,Amino acid metabolism,mmu00270,Cysteine and methionine metabolism - Mus musculus (house mouse),1/260,42/5932,0.0238095238095238,0.543223443223443,-0.635994454920199,0.848793664778908,0.999917273450932,0.833427428076887,12411,1,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04012,ErbB signaling pathway - Mus musculus (house mouse),2/260,77/5932,0.025974025974026,0.592607392607393,-0.770331366238127,0.85811779994457,0.999917273450932,0.833427428076887,18481/211323,2,Upregulated advanced-passage signature
Metabolism,Amino acid metabolism,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1/260,44/5932,0.0227272727272727,0.518531468531469,-0.686266610984586,0.861849397924935,0.999917273450932,0.833427428076887,268860,1,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04068,FoxO signaling pathway - Mus musculus (house mouse),3/260,110/5932,0.0272727272727273,0.622237762237762,-0.856172569024717,0.867743607260561,0.999917273450932,0.833427428076887,16000/21809/21808,3,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00564,Glycerophospholipid metabolism - Mus musculus (house mouse),2/260,79/5932,0.0253164556962025,0.577604673807205,-0.809144176076854,0.867772841429666,0.999917273450932,0.833427428076887,11423/665270,2,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04914,Progesterone-mediated oocyte maturation - Mus musculus (house mouse),2/260,79/5932,0.0253164556962025,0.577604673807205,-0.809144176076854,0.867772841429666,0.999917273450932,0.833427428076887,16000/14677,2,Upregulated advanced-passage signature
Metabolism,Nucleotide metabolism,mmu00240,Pyrimidine metabolism - Mus musculus (house mouse),1/260,46/5932,0.0217391304347826,0.495986622073579,-0.734671809930393,0.873781809784907,0.999917273450932,0.833427428076887,99586,1,Upregulated advanced-passage signature
Metabolism,Lipid metabolism,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1/260,46/5932,0.0217391304347826,0.495986622073579,-0.734671809930393,0.873781809784907,0.999917273450932,0.833427428076887,23945,1,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04664,Fc epsilon RI signaling pathway - Mus musculus (house mouse),1/260,47/5932,0.0212765957446809,0.485433715220949,-0.758227527414977,0.879357197052309,0.999917273450932,0.833427428076887,170758,1,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05231,Choline metabolism in cancer - Mus musculus (house mouse),2/260,82/5932,0.024390243902439,0.556472795497186,-0.865828308816022,0.881131681467145,0.999917273450932,0.833427428076887,170758/18596,2,Upregulated advanced-passage signature
Human Diseases,Infectious disease: bacterial,mmu05135,Yersinia infection - Mus musculus (house mouse),3/260,114/5932,0.0263157894736842,0.600404858299595,-0.922291681392086,0.883054870607494,0.999917273450932,0.833427428076887,170758/22637/140580,3,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04370,VEGF signaling pathway - Mus musculus (house mouse),1/260,48/5932,0.0208333333333333,0.475320512820513,-0.781377491974652,0.884687210436574,0.999917273450932,0.833427428076887,170758,1,Upregulated advanced-passage signature
Cellular Processes,Cell growth and death,mmu04210,Apoptosis - Mus musculus (house mouse),3/260,115/5932,0.0260869565217391,0.595183946488294,-0.938511589225502,0.88662840419744,0.999917273450932,0.833427428076887,14102/12983/12984,3,Upregulated advanced-passage signature
Human Diseases,Substance dependence,mmu05031,Amphetamine addiction - Mus musculus (house mouse),1/260,49/5932,0.0204081632653061,0.465620094191523,-0.80413924867625,0.889782609023673,0.999917273450932,0.833427428076887,12289,1,Upregulated advanced-passage signature
Cellular Processes,Cell growth and death,mmu04218,Cellular senescence - Mus musculus (house mouse),4/260,147/5932,0.0272108843537415,0.620826792255364,-0.996614389265982,0.892556846308622,0.999917273450932,0.833427428076887,12289/16009/21809/21808,4,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1/260,51/5932,0.0196078431372549,0.4473604826546,-0.848562743273637,0.899310268542614,0.999917273450932,0.833427428076887,93732,1,Upregulated advanced-passage signature
Organismal Systems,Nervous system,mmu04720,Long-term potentiation - Mus musculus (house mouse),1/260,51/5932,0.0196078431372549,0.4473604826546,-0.848562743273637,0.899310268542614,0.999917273450932,0.833427428076887,18795,1,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04660,T cell receptor signaling pathway - Mus musculus (house mouse),2/260,87/5932,0.0229885057471264,0.524491600353669,-0.956550903908365,0.900662893192123,0.999917273450932,0.833427428076887,22637/18481,2,Upregulated advanced-passage signature
Human Diseases,Neurodegenerative disease,mmu05017,Spinocerebellar ataxia - Mus musculus (house mouse),3/260,121/5932,0.0247933884297521,0.56567069294342,-1.033401071251,0.906096898493902,0.999917273450932,0.833427428076887,14169/12286/18795,3,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05171,Coronavirus disease - Mus musculus (house mouse),5/260,182/5932,0.0274725274725275,0.626796280642434,-1.09478858331553,0.90761086771912,0.999917273450932,0.833427428076887,24088/50908/50909/317677/667277,5,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04917,Prolactin signaling pathway - Mus musculus (house mouse),1/260,54/5932,0.0185185185185185,0.422507122507122,-0.912664685185329,0.9120851681328,0.999917273450932,0.833427428076887,16452,1,Upregulated advanced-passage signature
Metabolism,Global and overview maps,mmu01212,Fatty acid metabolism - Mus musculus (house mouse),1/260,55/5932,0.0181818181818182,0.414825174825175,-0.933408299973616,0.91597388134911,0.999917273450932,0.833427428076887,74559,1,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04330,Notch signaling pathway - Mus musculus (house mouse),1/260,55/5932,0.0181818181818182,0.414825174825175,-0.933408299973616,0.91597388134911,0.999917273450932,0.833427428076887,16449,1,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04662,B cell receptor signaling pathway - Mus musculus (house mouse),1/260,55/5932,0.0181818181818182,0.414825174825175,-0.933408299973616,0.91597388134911,0.999917273450932,0.833427428076887,170758,1,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04920,Adipocytokine signaling pathway - Mus musculus (house mouse),1/260,55/5932,0.0181818181818182,0.414825174825175,-0.933408299973616,0.91597388134911,0.999917273450932,0.833427428076887,16452,1,Upregulated advanced-passage signature
Human Diseases,Cancer: specific types,mmu05213,Endometrial cancer - Mus musculus (house mouse),1/260,56/5932,0.0178571428571429,0.407417582417582,-0.953859493144759,0.919691218570351,0.999917273450932,0.833427428076887,12006,1,Upregulated advanced-passage signature
Metabolism,Nucleotide metabolism,mmu00230,Purine metabolism - Mus musculus (house mouse),2/260,95/5932,0.0210526315789474,0.480323886639676,-1.09315623468122,0.92581228918169,0.999917273450932,0.833427428076887,14919/230103,2,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05162,Measles - Mus musculus (house mouse),2/260,99/5932,0.0202020202020202,0.460916860916861,-1.15800352820017,0.936015045926967,0.999917273450932,0.833427428076887,14102/24088,2,Upregulated advanced-passage signature
Cellular Processes,Cell growth and death,mmu04114,Oocyte meiosis - Mus musculus (house mouse),2/260,102/5932,0.0196078431372549,0.4473604826546,-1.20528643839381,0.942781410487667,0.999917273450932,0.833427428076887,16000/11835,2,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),5/260,200/5932,0.025,0.570384615384615,-1.32319623668359,0.943607186912836,0.999917273450932,0.833427428076887,14871/56615/11622/13850/13107,5,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05168,Herpes simplex virus 1 infection - Mus musculus (house mouse),3/260,138/5932,0.0217391304347826,0.495986622073579,-1.28255171774505,0.945958240986866,0.999917273450932,0.833427428076887,14102/16452/24088,3,Upregulated advanced-passage signature
Metabolism,Carbohydrate metabolism,mmu00562,Inositol phosphate metabolism - Mus musculus (house mouse),1/260,66/5932,0.0151515151515152,0.345687645687646,-1.1443755854153,0.948942210645753,0.999917273450932,0.833427428076887,18795,1,Upregulated advanced-passage signature
Cellular Processes,Cell growth and death,mmu04217,Necroptosis - Mus musculus (house mouse),2/260,109/5932,0.018348623853211,0.41863091037403,-1.31151818342261,0.956027183928126,0.999917273450932,0.833427428076887,14102/16452,2,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05164,Influenza A - Mus musculus (house mouse),2/260,110/5932,0.0181818181818182,0.414825174825175,-1.32625917393536,0.957662064977525,0.999917273450932,0.833427428076887,14102/16452,2,Upregulated advanced-passage signature
Cellular Processes,Cell motility,mmu04814,Motor proteins - Mus musculus (house mouse),3/260,151/5932,0.0198675496688742,0.453285787060622,-1.4569004527821,0.965154149533852,0.999917273450932,0.833427428076887,16560/319991/16572,3,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04666,Fc gamma R-mediated phagosome formation - Mus musculus (house mouse),1/260,76/5932,0.0131578947368421,0.300202429149798,-1.31450189839648,0.967564718788078,0.999917273450932,0.833427428076887,13196,1,Upregulated advanced-passage signature
Human Diseases,Infectious disease: bacterial,mmu05132,Salmonella infection - Mus musculus (house mouse),5/260,220/5932,0.0227272727272727,0.518531468531469,-1.55800078827625,0.968405799938796,0.999917273450932,0.833427428076887,18645/24088/18481/140580/16572,5,Upregulated advanced-passage signature
Organismal Systems,Aging,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1/260,79/5932,0.0126582278481013,0.288802336903603,-1.36237645506347,0.971696689177223,0.999917273450932,0.833427428076887,16000,1,Upregulated advanced-passage signature
Organismal Systems,Endocrine system,mmu04922,Glucagon signaling pathway - Mus musculus (house mouse),1/260,80/5932,0.0125,0.285192307692308,-1.37804873620796,0.97295396934362,0.999917273450932,0.833427428076887,18795,1,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04070,Phosphatidylinositol signaling system - Mus musculus (house mouse),1/260,81/5932,0.0123456790123457,0.281671415004748,-1.39358394484144,0.974155604335189,0.999917273450932,0.833427428076887,18795,1,Upregulated advanced-passage signature
Cellular Processes,Cellular community - eukaryotes,mmu04520,Adherens junction - Mus musculus (house mouse),1/260,81/5932,0.0123456790123457,0.281671415004748,-1.39358394484144,0.974155604335189,0.999917273450932,0.833427428076887,170758,1,Upregulated advanced-passage signature
Human Diseases,Neurodegenerative disease,mmu05020,Prion disease - Mus musculus (house mouse),5/260,227/5932,0.0220264317180617,0.502541511352084,-1.63615511809162,0.974382353427587,0.999917273450932,0.833427428076887,12389/12289/20192/17972/16572,5,Upregulated advanced-passage signature
Organismal Systems,Immune system,mmu04621,NOD-like receptor signaling pathway - Mus musculus (house mouse),2/260,130/5932,0.0153846153846154,0.351005917159763,-1.60179183665822,0.980406277990481,0.999917273450932,0.833427428076887,14825/18795,2,Upregulated advanced-passage signature
Environmental Information Processing,Signal transduction,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1/260,103/5932,0.00970873786407767,0.22150858849888,-1.70630999720954,0.99050983646631,0.999917273450932,0.833427428076887,16000,1,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),3/260,188/5932,0.0159574468085106,0.364075286415712,-1.89696770366567,0.990609233760331,0.999917273450932,0.833427428076887,21809/16168/21808,3,Upregulated advanced-passage signature
Cellular Processes,Cell growth and death,mmu04110,Cell cycle - Mus musculus (house mouse),2/260,149/5932,0.0134228187919463,0.306246773360867,-1.83613275879095,0.99075564376282,0.999917273450932,0.833427428076887,21809/21808,2,Upregulated advanced-passage signature
Organismal Systems,Nervous system,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),1/260,108/5932,0.00925925925925926,0.211253561253561,-1.77101047894486,0.992446387423236,0.999917273450932,0.833427428076887,12064,1,Upregulated advanced-passage signature
Metabolism,Global and overview maps,mmu01240,Biosynthesis of cofactors - Mus musculus (house mouse),1/260,111/5932,0.00900900900900901,0.205544005544006,-1.80890209173373,0.993413699910304,0.999917273450932,0.833427428076887,11647,1,Upregulated advanced-passage signature
Human Diseases,Neurodegenerative disease,mmu05012,Parkinson disease - Mus musculus (house mouse),4/260,237/5932,0.0168776371308017,0.385069782538137,-2.06840542594343,0.993895118912624,0.999917273450932,0.833427428076887,67847/20192/14677/16572,4,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05160,Hepatitis C - Mus musculus (house mouse),1/260,113/5932,0.00884955752212389,0.201906058543227,-1.83379836861223,0.993988973851598,0.999917273450932,0.833427428076887,14102,1,Upregulated advanced-passage signature
Human Diseases,Infectious disease: viral,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),2/260,160/5932,0.0125,0.285192307692308,-1.96231431712209,0.994058745876901,0.999917273450932,0.833427428076887,14102/24088,2,Upregulated advanced-passage signature
Metabolism,Energy metabolism,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1/260,123/5932,0.00813008130081301,0.185490931832395,-1.95425088001286,0.996195702000293,0.999917273450932,0.833427428076887,242341,1,Upregulated advanced-passage signature
Cellular Processes,Cellular community - eukaryotes,mmu04530,Tight junction - Mus musculus (house mouse),1/260,129/5932,0.00775193798449612,0.176863446630889,-2.0235921350342,0.997109972070731,0.999917273450932,0.833427428076887,12289,1,Upregulated advanced-passage signature
Human Diseases,Neurodegenerative disease,mmu05016,Huntington disease - Mus musculus (house mouse),4/260,265/5932,0.0150943396226415,0.344383164005806,-2.33764712194889,0.997734757433941,0.999917273450932,0.833427428076887,20512/12064/18795/16572,4,Upregulated advanced-passage signature
Genetic Information Processing,"Folding, sorting and degradation",mmu04120,Ubiquitin mediated proteolysis - Mus musculus (house mouse),1/260,136/5932,0.00735294117647059,0.167760180995475,-2.10201727917252,0.99790359869875,0.999917273450932,0.833427428076887,230904,1,Upregulated advanced-passage signature
Human Diseases,Endocrine and metabolic disease,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1/260,142/5932,0.00704225352112676,0.160671722643554,-2.16730119366473,0.998408422365619,0.999917273450932,0.833427428076887,14102,1,Upregulated advanced-passage signature
Human Diseases,Neurodegenerative disease,mmu05014,Amyotrophic lateral sclerosis - Mus musculus (house mouse),5/260,320/5932,0.015625,0.356490384615385,-2.53369143580186,0.998793221503321,0.999917273450932,0.833427428076887,18645/18125/67790/211323/16572,5,Upregulated advanced-passage signature
Cellular Processes,Transport and catabolism,mmu04140,Autophagy - animal - Mus musculus (house mouse),1/260,154/5932,0.00649350649350649,0.148151848151848,-2.29306466482312,0.999083455473485,0.999917273450932,0.833427428076887,67790,1,Upregulated advanced-passage signature
Genetic Information Processing,"Folding, sorting and degradation",mmu04141,Protein processing in endoplasmic reticulum - Mus musculus (house mouse),1/260,161/5932,0.0062111801242236,0.141710463449594,-2.36376198479824,0.999336091470718,0.999917273450932,0.833427428076887,230904,1,Upregulated advanced-passage signature
Human Diseases,Cancer: overview,mmu05203,Viral carcinogenesis - Mus musculus (house mouse),1/260,161/5932,0.0062111801242236,0.141710463449594,-2.36376198479824,0.999336091470718,0.999917273450932,0.833427428076887,242341,1,Upregulated advanced-passage signature
Cellular Processes,Transport and catabolism,mmu04142,Lysosome biogenesis - Mus musculus (house mouse),2/260,221/5932,0.00904977375565611,0.206474068917508,-2.57385279559739,0.999524974047025,0.999917273450932,0.833427428076887,14667/242341,2,Upregulated advanced-passage signature
Organismal Systems,Environmental adaptation,mmu04714,Thermogenesis - Mus musculus (house mouse),1/260,206/5932,0.00485436893203884,0.11075429424944,-2.78107204663451,0.999917273450932,0.999917273450932,0.833427428076887,23945,1,Upregulated advanced-passage signature
